benchmark,status-ikos,cputime (s)-ikos,walltime (s)-ikos,memory (MB)-ikos,status-mikos,cputime (s)-mikos,walltime (s)-mikos,memory (MB)-mikos,memreduction,speedup
OSS/wpa_supplicant-2.6/wpa_supplicant.bc,OK,17.30067959,17.82811908,731.648,OK,18.02945048,18.22015654,710.4512,0.9710286914,0.9784833097
OSS/coreutils-8.31/chgrp.bc,OK,17.79571019,17.840169,308.973568,OK,16.86576174,16.92038146,260.11238399999996,0.8418596635,1.05435974
OSS/engrampa-1.22.0/engrampa-server.bc,OK,17.75439251,17.93626503,118.120448,OK,17.18999628,17.24446174,117.84192,0.9976420001,1.040117419
OSS/gnupg-2.2.15/dirmngr_ldap.bc,OK,17.97583597,17.95206056,262.807552,OK,16.78437667,16.72005264,165.310464,0.6290171753,1.073684452
OSS/mpop-1.4.3/mpop.bc,OK,18.12660708,18.15221264,462.17625599999997,OK,18.03170132,18.04805674,298.96704,0.6468680207999999,1.0057710309999999
OSS/gnupg-2.2.15/gpg-check-pattern.bc,OK,18.18095901,18.20398572,267.542528,OK,17.25601417,17.28401129,197.308416,0.7374843075,1.053226905
OSS/engrampa-1.22.0/engrampa.bc,OK,17.948694399999997,18.22035508,121.68806399999998,OK,17.80687089,17.88407252,119.934976,0.9855935912,1.018803466
OSS/coreutils-8.31/chcon.bc,OK,18.22888894,18.24821354,311.72607999999997,OK,17.4377949,17.40028275,264.92928,0.8498784573999999,1.048730862
OSS/gnupg-2.2.15/gpgscm.bc,OK,18.26600472,18.28397887,262.991872,OK,17.6800252,17.70017821,224.366592,0.8531312784999999,1.032982756
OSS/unhide-20130526/unhide-linux.bc,OK,18.58140852,18.5959723,181.86649599999998,OK,15.91631314,16.09210682,162.22208,0.8919844148,1.155595877
OSS/wavpack-5.1.0/wavpack.bc,OK,19.12594761,19.19217019,207.458304,OK,18.84796259,18.89992819,168.148992,0.8105194574,1.015462598
OSS/nettle-3.4.1/sexp-conv.bc,OK,19.21466517,19.24001926,469.671936,OK,18.12931782,18.24023907,193.6384,0.4122843737,1.054811792
OSS/coreutils-8.31/chown.bc,OK,19.31187752,19.32807173,345.37881600000003,OK,18.14330167,18.21586857,262.701056,0.7606171654,1.061056828
OSS/pixiewps-1.4.2/pixiewps.bc,OK,19.38119787,19.40857074,382.53772799999996,OK,19.486874800000002,19.78812201,64.782336,0.16934888050000002,0.9808192376
OSS/gnupg-2.2.15/dirmngr-client.bc,OK,19.73306586,19.67998999,417.75104,OK,17.93309834,18.01608235,166.760448,0.3991861947,1.092356796
OSS/fvwm-2.6.8/FvwmBacker.bc,OK,19.64813,19.76407147,380.821504,OK,17.93970061,17.98425615,319.22176,0.8382451008,1.098965189
OSS/dropbear-2019.78/dropbearconvert.bc,OK,19.75669239,19.7794707,323.751936,OK,18.96593112,19.03614331,67.072,0.2071709619,1.0390482140000001
OSS/enscript-1.6.6/mkafmmap.bc,OK,20.15138018,20.20015705,140.10368,OK,18.61886983,18.64812607,115.666944,0.8255810554,1.0832271820000001
OSS/logrotate-3.15.0/logrotate.bc,OK,20.17640228,20.22099525,277.51219199999997,OK,22.63191934,22.66811338,144.531456,0.5208111938000001,0.8920457961
OSS/hwinfo-21.60/check_hd.bc,OK,20.38221692,20.42825374,202.805248,OK,19.611204,19.75230754,69.85728,0.3444549916,1.034221126
